Trial_Number,Sampler,Objective_Value,datetime_start,datetime_complete,Duration,SVM_C,Classifier,Entropy_Delay,Denoiser,EMD_Threshold,Feature,HFD_Kmax,KNN_Metric,KNN_Neighbors,MLP_Learning_Rate,LR_C,MLP_Units,Entropy_Order,PCA_param,RF_MinSamplesSplit,RF_Estimators,SVM_Kernel,WPD_Threshold,WPD_Wavelet,Cache_Size,Classification_Time,SignalProcessing_Time,HPOptimization_Time,State,Random_Seed
120,RS,0.252209172,07:24.0,07:25.3,0 days 00:00:01.250304,,KNN,14,WPD,,ENT,,euclidean,6,,,,4,0.95,,,,0.1,sym9,,,0.37,,PRUNED,0
121,RS,0.039428992,07:25.3,07:26.0,0 days 00:00:00.667354,,LR,,NONE,,WAVE,,,,,0.876694224,,,0.6,,,,,,,,0.55,,PRUNED,0
122,RS,0.048897711,07:26.0,07:29.0,0 days 00:00:02.999797,,MLP,,NONE,,FRAC,5,,,0.005275054,,3,,0.65,,,,,,,,0.21,,PRUNED,0
123,RS,0.398706618,07:29.0,07:32.4,0 days 00:00:03.406451,0.008094623,SVM,,WPD,,COV,,,,,,,,0.65,,,linear,0.5,sym9,,,2.16,,PRUNED,0
124,RS,0.298300364,07:32.4,07:33.5,0 days 00:00:01.035998,,RF,,NONE,,WAVE,,,,,,,,0.6,610,12,,,,,,0.61,,PRUNED,0
125,RS,0.30222849,07:33.5,07:39.9,0 days 00:00:06.448614,,RF,,WPD,,STAT,,,,,,,,0.55,10,232,,0.05,db4,,,0.79,,PRUNED,0
126,RS,0.355681053,07:39.9,08:08.5,0 days 00:00:28.529458,,MLP,,EMD,0.6,STAT,,,,0.013156521,,73,,0.9,,,,,,,,0.8,,PRUNED,0
127,RS,0.287588622,08:08.5,08:11.6,0 days 00:00:03.084323,,RF,7,WPD,,ENT,,,,,,,3,0.5,910,292,,0.7,db4,,,0.31,,PRUNED,0
128,RS,0.320833602,08:11.6,08:23.4,0 days 00:00:11.781632,,MLP,,EMD,0.4,STAT,,,,0.062271846,,86,,0.8,,,,,,,,0.77,,PRUNED,0
129,RS,0.155190656,08:23.4,08:31.1,0 days 00:00:07.723534,,MLP,,WPD,,STAT,,,,0.081330243,,40,,0.9,,,,0.8,coif1,,,0.94,,PRUNED,0
130,RS,0.383916121,08:31.1,08:34.0,0 days 00:00:02.840627,,LR,,EMD,0.4,COV,,,,,0.461693197,,,0.95,,,,,,,,1.94,,PRUNED,0
131,RS,-0.087729219,08:34.0,08:39.8,0 days 00:00:05.882118,0.260827562,SVM,,EMD,0.35,FRAC,26,,,,,,,0.55,,,sigmoid,,,,,0.32,,PRUNED,0
132,RS,0.354504319,08:39.9,08:42.5,0 days 00:00:02.640828,,RF,,EMD,0.25,WAVE,,,,,,,,0.5,910,212,,,,,,0.61,,PRUNED,0
133,RS,0.68061,08:42.5,08:44.7,0 days 00:00:02.192905,,KNN,6,WPD,,ENT,,manhattan,4,,,,4,0.75,,,,0.85,coif1,105590.47,1.57,0.31,0.064169207,COMPLETE,0
134,RS,0.522658006,08:44.7,08:48.2,0 days 00:00:03.428527,,RF,,WPD,,WAVE,,,,,,,,0.8,810,242,,0.55,db4,,,0.74,,PRUNED,0
135,RS,-0.012541593,08:48.2,09:21.1,0 days 00:00:32.943185,1.219671625,SVM,,WPD,,WAVE,,,,,,,,1,,,rbf,0.1,db4,,,0.6,,PRUNED,0
136,RS,-0.03788169,09:21.1,09:28.9,0 days 00:00:07.831690,0.050725694,SVM,,EMD,1,STAT,,,,,,,,0.65,,,rbf,,,,,0.8,,PRUNED,0
137,RS,0.288935782,09:29.0,09:30.0,0 days 00:00:01.024607,,KNN,,EMD,0.45,STAT,,minkowski,4,,,,,0.7,,,,,,,,0.56,,PRUNED,0
138,RS,0.303333757,09:30.0,09:59.1,0 days 00:00:29.102059,,MLP,,WPD,,STAT,,,,0.03968362,,290,,0.65,,,,0.45,coif1,,,0.8,,PRUNED,0
139,RS,0.29087471,09:59.1,10:12.7,0 days 00:00:13.628356,,MLP,10,NONE,,ENT,,,,0.001873202,,16,6,1,,,,,,,,0.23,,PRUNED,0
140,RS,0.37605314,10:12.8,10:13.8,0 days 00:00:01.055039,,KNN,3,NONE,,ENT,,euclidean,10,,,,7,0.9,,,,,,,,0.22,,PRUNED,0
141,RS,0.509002888,10:13.8,10:19.2,0 days 00:00:05.340692,,RF,,WPD,,WAVE,,,,,,,,0.95,210,202,,1,sym9,,,0.92,,PRUNED,0
142,RS,0.79396,10:19.2,10:23.0,0 days 00:00:03.819060,,KNN,,NONE,,COV,,minkowski,13,,,,,0.6,,,,,,105590.47,1.53,1.91,0.030479202,COMPLETE,0
143,RS,0.56474486,10:23.0,10:24.6,0 days 00:00:01.573766,,KNN,,NONE,,WAVE,,manhattan,18,,,,,0.65,,,,,,,,0.61,,PRUNED,0
144,RS,0.086095359,10:24.6,10:25.0,0 days 00:00:00.362098,,LR,,NONE,,FRAC,12,,,,0.43438647,,,0.7,,,,,,,,0.21,,PRUNED,0
145,RS,0.440370419,10:25.0,10:26.2,0 days 00:00:01.250300,,RF,,NONE,,WAVE,,,,,,,,0.65,410,32,,,,,,0.57,,PRUNED,0
146,RS,0.025331918,10:26.2,10:28.5,0 days 00:00:02.299411,,RF,,NONE,,FRAC,6,,,,,,,0.5,210,202,,,,,,0.29,,PRUNED,0
147,RS,0.4613815,10:28.5,10:36.7,0 days 00:00:08.123209,,MLP,,WPD,,FRAC,31,,,0.003805864,,8,,0.85,,,,0.45,db6,,,0.35,,PRUNED,0
148,RS,0.62718,10:36.7,10:59.4,0 days 00:00:22.709083,,RF,,EMD,0.35,COV,,,,,,,,0.65,210,252,,,,105590.47,21.25,1.09,0.039363642,COMPLETE,0
149,RS,0.260254338,10:59.4,11:00.1,0 days 00:00:00.655817,,LR,,WPD,,FRAC,25,,,,0.73551025,,,1,,,,0.75,db4,,,0.32,,PRUNED,0
150,RS,0.077641161,11:00.1,11:10.0,0 days 00:00:09.945636,0.013880681,SVM,,EMD,0.05,STAT,,,,,,,,0.75,,,sigmoid,,,,,0.57,,PRUNED,0
151,RS,0.310333846,11:10.0,11:11.6,0 days 00:00:01.537836,,KNN,,NONE,,FRAC,3,minkowski,4,,,,,0.65,,,,,,,,0.2,,PRUNED,0
152,RS,0.154460585,11:11.6,11:12.5,0 days 00:00:00.894039,,LR,,WPD,,STAT,,,,,0.293582901,,,0.65,,,,0.5,coif1,,,0.69,,PRUNED,0
153,RS,0.224510568,11:12.5,11:13.8,0 days 00:00:01.338847,,KNN,,NONE,,WAVE,,manhattan,19,,,,,0.5,,,,,,,,0.67,,PRUNED,0
154,RS,0.239236759,11:13.8,11:14.9,0 days 00:00:01.054164,,KNN,,EMD,0.6,FRAC,5,minkowski,14,,,,,0.6,,,,,,,,0.29,,PRUNED,0
155,RS,0.454859012,11:14.9,11:17.2,0 days 00:00:02.274063,,LR,,NONE,,COV,,,,,0.166160481,,,0.9,,,,,,,,1.58,,PRUNED,0
156,RS,0.430105104,11:17.2,11:52.2,0 days 00:00:35.044127,,MLP,,EMD,0.7,STAT,,,,0.006004468,,378,,0.65,,,,,,,,0.58,,PRUNED,0
157,RS,0.209409721,11:52.3,11:53.3,0 days 00:00:01.047641,,KNN,,WPD,,FRAC,20,manhattan,2,,,,,0.6,,,,0.6,sym9,,,0.3,,PRUNED,0
158,RS,0.165735279,11:53.3,11:55.8,0 days 00:00:02.453333,,RF,,NONE,,FRAC,14,,,,,,,0.55,910,222,,,,,,0.22,,PRUNED,0
159,RS,0.543751438,11:55.8,12:01.5,0 days 00:00:05.745875,,RF,,NONE,,COV,,,,,,,,0.7,910,132,,,,,,1.42,,PRUNED,0
160,RS,0.563979524,12:01.5,12:03.4,0 days 00:00:01.885101,,KNN,2,NONE,,ENT,,manhattan,17,,,,4,1,,,,,,,,0.21,,PRUNED,0
161,RS,0.30480084,12:03.4,12:05.2,0 days 00:00:01.754269,,KNN,,WPD,,STAT,,minkowski,7,,,,,0.95,,,,0.1,coif1,,,1.13,,PRUNED,0
162,RS,0.555252681,12:05.2,12:17.0,0 days 00:00:11.821449,,RF,,EMD,0.15,COV,,,,,,,,0.85,1010,272,,,,,,2.31,,PRUNED,0
163,RS,0.86753,12:17.0,12:18.7,0 days 00:00:01.695295,,KNN,,WPD,,WAVE,,minkowski,5,,,,,0.8,,,,0.2,sym9,105590.47,0.7,0.69,0.054099579,COMPLETE,0
164,RS,0.45235626,12:18.8,12:21.3,0 days 00:00:02.527540,0.009640476,SVM,,NONE,,COV,,,,,,,,0.75,,,linear,,,,,1.08,,PRUNED,0
165,RS,0.180813425,12:21.3,12:22.1,0 days 00:00:00.807079,,LR,,NONE,,STAT,,,,,0.767384126,,,0.85,,,,,,,,0.52,,PRUNED,0
166,RS,0.70582,12:22.1,12:46.7,0 days 00:00:24.608539,,MLP,,EMD,0.15,COV,,,,0.021003783,,10,,0.65,,,,,,105590.47,22.94,1.27,0.049147387,COMPLETE,0
167,RS,0.071526955,12:46.7,12:47.5,0 days 00:00:00.710769,,LR,,NONE,,WAVE,,,,,0.374903053,,,0.55,,,,,,,,0.57,,PRUNED,0
168,RS,0.510699474,12:47.5,12:48.9,0 days 00:00:01.473731,,KNN,,EMD,0.5,WAVE,,euclidean,20,,,,,0.5,,,,,,,,0.66,,PRUNED,0
169,RS,0.573714086,12:49.0,12:52.9,0 days 00:00:03.954727,,MLP,,EMD,1,WAVE,,,,0.087060679,,30,,0.95,,,,,,,,0.72,,PRUNED,0
170,RS,0.274396095,12:52.9,12:54.1,0 days 00:00:01.171931,0.475386451,SVM,,WPD,,WAVE,,,,,,,,0.85,,,linear,0.95,db4,,,0.81,,PRUNED,0
171,RS,0.260241172,12:54.1,12:55.1,0 days 00:00:01.031700,,RF,10,NONE,,ENT,,,,,,,8,0.65,510,32,,,,,,0.21,,PRUNED,0
172,RS,0.031080983,12:55.1,13:01.9,0 days 00:00:06.737294,0.001546592,SVM,7,NONE,,ENT,,,,,,,6,0.5,,,sigmoid,,,,,0.2,,PRUNED,0
173,RS,0,13:01.9,13:03.2,0 days 00:00:01.280139,,MLP,,EMD,0.4,FRAC,13,,,0.085775641,,1,,0.7,,,,,,,,0.3,,PRUNED,0
174,RS,0.042760218,13:03.2,13:18.1,0 days 00:00:14.923280,0.002209994,SVM,,NONE,,STAT,,,,,,,,0.9,,,sigmoid,,,,,0.5,,PRUNED,0
175,RS,0.345335562,13:18.1,13:19.5,0 days 00:00:01.390359,,RF,,NONE,,FRAC,23,,,,,,,0.75,710,82,,,,,,0.2,,PRUNED,0
176,RS,0.094403148,13:19.5,13:20.4,0 days 00:00:00.822533,,LR,,EMD,0.65,STAT,,,,,0.096392172,,,0.6,,,,,,,,0.65,,PRUNED,0
177,RS,0.123724104,13:20.4,13:23.3,0 days 00:00:02.911971,,MLP,8,WPD,,ENT,,,,0.004079025,,1,4,0.7,,,,0.05,db6,,,0.33,,PRUNED,0
178,RS,0.73971,13:23.3,13:48.3,0 days 00:00:25.037343,,MLP,,EMD,0.6,COV,,,,0.023435589,,18,,0.65,,,,,,105590.47,21.97,2.65,0.039244432,COMPLETE,0
179,RS,0.222299779,13:48.4,13:56.5,0 days 00:00:08.125034,,MLP,,NONE,,WAVE,,,,0.001012842,,5,,0.6,,,,,,,,0.57,,PRUNED,0
180,RS,0.508027601,13:56.5,14:00.2,0 days 00:00:03.663903,,KNN,,EMD,0.5,COV,,minkowski,16,,,,,1,,,,,,,,1.17,,PRUNED,0
181,RS,0.342792749,14:00.2,14:09.0,0 days 00:00:08.793089,,MLP,,WPD,,STAT,,,,0.075188525,,113,,0.95,,,,0.25,db6,,,0.77,,PRUNED,0
182,RS,0.077167728,14:09.0,14:10.0,0 days 00:00:00.996702,,LR,,WPD,,WAVE,,,,,0.658242092,,,0.5,,,,0.5,db6,,,0.85,,PRUNED,0
183,RS,0.037266666,14:10.0,14:10.5,0 days 00:00:00.484334,,LR,7,EMD,0.6,ENT,,,,,0.115806579,,4,0.85,,,,,,,,0.3,,PRUNED,0
184,RS,0.73529,14:10.5,14:13.0,0 days 00:00:02.556942,,KNN,,EMD,0.8,WAVE,,euclidean,4,,,,,0.8,,,,,,105590.47,1.59,0.67,0.039371986,COMPLETE,0
185,RS,0.18411685,14:13.1,14:13.9,0 days 00:00:00.850595,0.003717607,SVM,,EMD,0.15,WAVE,,,,,,,,0.8,,,linear,,,,,0.68,,PRUNED,0
186,RS,-0.108060597,14:13.9,14:23.3,0 days 00:00:09.410808,2.416464392,SVM,,WPD,,STAT,,,,,,,,0.7,,,sigmoid,0.05,sym9,,,0.63,,PRUNED,0
187,RS,0.089879262,14:23.3,14:37.3,0 days 00:00:13.988966,0.417967995,SVM,,WPD,,STAT,,,,,,,,0.9,,,sigmoid,0.1,db4,,,0.63,,PRUNED,0
188,RS,0.047517646,14:37.3,14:37.8,0 days 00:00:00.453885,,LR,,EMD,0.1,FRAC,30,,,,0.104843793,,,0.6,,,,,,,,0.3,,PRUNED,0
189,RS,0.322584493,14:37.8,14:39.3,0 days 00:00:01.491250,,KNN,,EMD,0.35,STAT,,euclidean,17,,,,,0.65,,,,,,,,0.66,,PRUNED,0
190,RS,0.411314313,14:39.3,14:40.9,0 days 00:00:01.554856,,KNN,8,EMD,0.2,ENT,,manhattan,6,,,,3,0.95,,,,,,,,0.36,,PRUNED,0
191,RS,0.426192713,14:40.9,14:41.9,0 days 00:00:00.981842,,RF,,NONE,,FRAC,24,,,,,,,0.7,10,22,,,,,,0.2,,PRUNED,0
192,RS,0.263381353,14:41.9,15:07.8,0 days 00:00:25.888437,,MLP,13,NONE,,ENT,,,,0.001217777,,27,4,0.9,,,,,,,,0.24,,PRUNED,0
193,RS,0.011173022,15:07.8,15:08.2,0 days 00:00:00.431664,0.004242659,SVM,6,EMD,0.25,ENT,,,,,,,3,0.5,,,linear,,,,,0.3,,PRUNED,0
194,RS,0.44490477,15:08.2,15:11.4,0 days 00:00:03.129659,,LR,,WPD,,COV,,,,,0.679747719,,,0.65,,,,0.2,db4,,,2.75,,PRUNED,0
195,RS,0.287382914,15:11.4,15:17.7,0 days 00:00:06.310390,,KNN,,EMD,1,STAT,,manhattan,20,,,,,1,,,,,,,,0.51,,PRUNED,0
196,RS,0.117784877,15:17.7,15:18.3,0 days 00:00:00.589882,,LR,5,WPD,,ENT,,,,,0.535101052,,6,0.65,,,,0.15,sym9,,,0.32,,PRUNED,0
197,RS,0,15:18.3,15:19.7,0 days 00:00:01.399206,,MLP,13,EMD,0.35,ENT,,,,0.097442781,,2,3,0.5,,,,,,,,0.32,,PRUNED,0
198,RS,0.68717,15:19.7,16:03.3,0 days 00:00:43.532422,,MLP,,NONE,,COV,,,,0.001270749,,8,,0.7,,,,,,105590.47,41.64,1.5,0.028840075,COMPLETE,0
199,RS,0.387430075,16:03.3,16:03.9,0 days 00:00:00.648314,,KNN,3,EMD,0.3,ENT,,minkowski,4,,,,4,0.75,,,,,,,,0.3,,PRUNED,0
0,RS,0.18496,21:04.2,21:10.9,0 days 00:00:06.747284,,MLP,5,WPD,,ENT,,,,0.021924769,,1,8,0.95,,,,0.85,sym9,107095.83,4.24,2,0.062113562,COMPLETE,1
1,RS,-0.0111,21:11.0,21:35.5,0 days 00:00:24.564051,1.489801336,SVM,,NONE,,FRAC,31,,,,,,,0.85,,,sigmoid,,,107095.83,24.04,0.32,0.040878315,COMPLETE,1
2,RS,0.06543,21:35.6,22:18.6,0 days 00:00:43.036900,0.074231464,SVM,,WPD,,COV,,,,,,,,0.5,,,sigmoid,0.05,coif1,107095.83,39.97,2.82,0.040378113,COMPLETE,1
3,RS,0.24769,22:18.6,22:57.5,0 days 00:00:38.870081,,MLP,,WPD,,STAT,,,,0.058426811,,77,,0.9,,,,0.9,sym9,107095.83,37.3,1.35,0.039112587,COMPLETE,1
4,RS,0.54468,22:57.5,23:02.0,0 days 00:00:04.543883,,RF,,WPD,,WAVE,,,,,,,,0.8,510,102,,0.05,coif1,107095.83,3.5,0.87,0.049420385,COMPLETE,1
5,RS,0.137156704,23:02.1,23:03.3,0 days 00:00:01.202514,,RF,,NONE,,WAVE,,,,,,,,0.5,10,2,,,,,,0.83,,PRUNED,1
6,RS,0.7195,23:03.3,23:10.0,0 days 00:00:06.682866,,KNN,,WPD,,COV,,euclidean,8,,,,,0.9,,,,0.15,db6,107095.83,4.04,2.15,0.043061514,COMPLETE,1
7,RS,0.3609,23:10.0,23:11.6,0 days 00:00:01.626630,,LR,,WPD,,WAVE,,,,,0.239923774,,,0.95,,,,0.05,coif1,107095.83,0.74,0.68,0.041623373,COMPLETE,1
8,RS,-0.049890472,23:11.6,23:16.5,0 days 00:00:04.878540,0.140795098,SVM,,NONE,,WAVE,,,,,,,,0.7,,,rbf,,,,,0.66,,PRUNED,1
9,RS,0.17082695,23:16.5,23:19.9,0 days 00:00:03.338787,,MLP,,WPD,,WAVE,,,,0.079073806,,36,,0.6,,,,0.4,db6,,,1.65,,PRUNED,1
10,RS,0.216846538,23:19.9,23:20.9,0 days 00:00:01.041504,,LR,,WPD,,FRAC,38,,,,0.015117479,,,0.95,,,,0.35,db4,,,0.8,,PRUNED,1
11,RS,0.196416583,23:20.9,23:23.0,0 days 00:00:02.070705,0.003768982,SVM,,WPD,,STAT,,,,,,,,0.9,,,linear,0.7,db6,,,1.33,,PRUNED,1
12,RS,0.45918,23:23.0,23:27.2,0 days 00:00:04.227046,,LR,,NONE,,COV,,,,,0.698087443,,,0.9,,,,,,107095.83,1,2.59,0.031525621,COMPLETE,1
13,RS,0.292965388,23:27.3,23:32.2,0 days 00:00:04.907062,,RF,,EMD,0.9,STAT,,,,,,,,0.7,810,102,,,,,,1.16,,PRUNED,1
14,RS,0.54157,23:32.2,23:39.0,0 days 00:00:06.827184,,RF,,EMD,0.1,COV,,,,,,,,0.65,410,22,,,,107095.83,3.84,2.67,0.042182465,COMPLETE,1
15,RS,0.21103437,23:39.0,23:41.2,0 days 00:00:02.215768,,LR,,EMD,0.15,STAT,,,,,0.257192582,,,1,,,,,,,,1.34,,PRUNED,1
16,RS,0.52064,23:41.3,23:46.7,0 days 00:00:05.403004,,RF,,NONE,,WAVE,,,,,,,,0.8,710,162,,,,107095.83,4.58,0.63,0.032155046,COMPLETE,1
17,RS,0.186241215,23:46.7,23:49.0,0 days 00:00:02.375936,,MLP,4,WPD,,ENT,,,,0.020072833,,1,7,0.95,,,,0.8,coif1,,,1.06,,PRUNED,1
18,RS,0.65308,23:49.1,24:14.3,0 days 00:00:25.272079,,MLP,,WPD,,FRAC,3,,,0.011294106,,22,,1,,,,0.75,sym9,107095.83,23.96,1.1,0.05056098,COMPLETE,1
19,RS,0.30139275,24:14.3,24:24.6,0 days 00:00:10.204282,,MLP,12,WPD,,ENT,,,,0.002654119,,17,4,0.5,,,,0.85,db6,,,0.85,,PRUNED,1
20,RS,0.316992222,24:24.6,24:48.3,0 days 00:00:23.764156,,MLP,6,NONE,,ENT,,,,0.02475147,,131,7,0.8,,,,,,,,0.34,,PRUNED,1
21,RS,0.398170172,24:48.3,25:03.4,0 days 00:00:15.010931,,MLP,,EMD,0.5,STAT,,,,0.007946456,,12,,0.9,,,,,,,,1.29,,PRUNED,1
22,RS,0.254017997,25:03.4,25:44.1,0 days 00:00:40.705464,,MLP,,WPD,,STAT,,,,0.001954864,,285,,0.9,,,,1,db4,,,2.04,,PRUNED,1
23,RS,0.116995392,25:44.1,25:44.6,0 days 00:00:00.493033,,LR,14,NONE,,ENT,,,,,0.53369998,,4,0.6,,,,,,,,0.34,,PRUNED,1
24,RS,0.279956723,25:44.6,25:49.6,0 days 00:00:05.022526,,RF,,NONE,,STAT,,,,,,,,0.7,310,192,,,,,,0.87,,PRUNED,1
25,RS,0.102816422,25:49.6,26:11.6,0 days 00:00:21.921130,0.001369458,SVM,,WPD,,COV,,,,,,,,0.5,,,sigmoid,0.25,sym9,,,4.56,,PRUNED,1
26,RS,-0.018789103,26:11.6,27:01.3,0 days 00:00:49.728801,0.095069162,SVM,,EMD,0.5,COV,,,,,,,,0.95,,,rbf,,,,,1.72,,PRUNED,1
27,RS,0.181479272,27:01.3,27:02.8,0 days 00:00:01.531213,,LR,,WPD,,STAT,,,,,0.457459176,,,0.75,,,,1,coif1,,,1.32,,PRUNED,1
28,RS,-0.045385818,27:02.9,27:19.3,0 days 00:00:16.455662,0.000115616,SVM,,NONE,,STAT,,,,,,,,0.9,,,rbf,,,,,0.58,,PRUNED,1
29,RS,0.46851,27:19.3,27:48.5,0 days 00:00:29.202644,,MLP,,EMD,0.3,COV,,,,0.031235008,,2,,0.95,,,,,,107095.83,25.76,3.03,0.049324532,COMPLETE,1
30,RS,0.72606,27:48.5,27:51.5,0 days 00:00:02.982034,,KNN,,NONE,,WAVE,,minkowski,1,,,,,0.7,,,,,,107095.83,2.19,0.64,0.028779993,COMPLETE,1
31,RS,-0.029285284,27:51.5,28:24.0,0 days 00:00:32.496553,0.00062975,SVM,,WPD,,STAT,,,,,,,,1,,,rbf,0.8,sym9,,,1.06,,PRUNED,1
32,RS,0.223215374,28:24.1,28:31.2,0 days 00:00:07.132904,,MLP,6,NONE,,ENT,,,,0.00144613,,4,8,0.7,,,,,,,,0.27,,PRUNED,1
33,RS,0.23193861,28:31.2,28:34.0,0 days 00:00:02.751672,,MLP,,EMD,0.2,WAVE,,,,0.037517387,,1,,0.8,,,,,,,,1.17,,PRUNED,1
34,RS,0.89507,28:34.0,28:37.8,0 days 00:00:03.861336,,KNN,,WPD,,WAVE,,euclidean,15,,,,,0.9,,,,0.75,db6,107095.83,2.12,1.54,0.048638601,COMPLETE,1
35,RS,0.104552621,28:37.8,28:39.4,0 days 00:00:01.532459,2.60101312,SVM,,EMD,0.3,STAT,,,,,,,,0.65,,,linear,,,,,1.23,,PRUNED,1
36,RS,0.392156989,28:39.4,28:41.2,0 days 00:00:01.847754,,LR,,EMD,0.5,COV,,,,,0.784478973,,,0.7,,,,,,,,1.36,,PRUNED,1
37,RS,0.358630392,28:41.2,29:13.6,0 days 00:00:32.323133,,MLP,,EMD,0.75,STAT,,,,0.003186239,,179,,0.6,,,,,,,,1.54,,PRUNED,1
38,RS,0.455977051,29:13.6,29:15.3,0 days 00:00:01.672334,,KNN,,WPD,,WAVE,,minkowski,17,,,,,0.6,,,,0.7,db6,,,0.88,,PRUNED,1
39,RS,0.302851619,29:15.3,29:22.8,0 days 00:00:07.563341,,RF,,WPD,,STAT,,,,,,,,0.85,410,242,,0.45,db6,,,1.26,,PRUNED,1
40,RS,0.65489,29:22.8,29:42.8,0 days 00:00:19.973864,,RF,,NONE,,COV,,,,,,,,0.65,210,212,,,,107095.83,18.57,1.14,0.036216745,COMPLETE,1
41,RS,0.76779,29:42.8,29:48.5,0 days 00:00:05.699069,,RF,,EMD,0.45,WAVE,,,,,,,,0.85,10,72,,,,107095.83,4.14,1.38,0.042894621,COMPLETE,1
42,RS,0.288041027,29:48.6,29:50.7,0 days 00:00:02.128179,,RF,,EMD,0.65,FRAC,29,,,,,,,0.7,10,112,,,,,,0.65,,PRUNED,1
43,RS,-0.05158195,29:50.7,30:00.8,0 days 00:00:10.091432,1.003832446,SVM,,WPD,,WAVE,,,,,,,,0.95,,,rbf,0.65,coif1,,,1.26,,PRUNED,1
44,RS,0.397618322,30:00.8,30:51.7,0 days 00:00:50.911622,,MLP,,NONE,,STAT,,,,0.001347349,,304,,0.8,,,,,,,,0.53,,PRUNED,1
45,RS,0.328570443,30:51.7,30:53.5,0 days 00:00:01.775717,0.005033806,SVM,,EMD,0.05,WAVE,,,,,,,,0.9,,,linear,,,,,1.4,,PRUNED,1
46,RS,0.27556139,30:53.5,30:55.3,0 days 00:00:01.755228,,RF,,EMD,0.6,FRAC,16,,,,,,,1,1010,12,,,,,,0.92,,PRUNED,1
47,RS,0.365838811,30:55.3,30:56.0,0 days 00:00:00.720605,,KNN,14,EMD,0.5,ENT,,minkowski,4,,,,5,0.75,,,,,,,,0.35,,PRUNED,1
48,RS,0.034916385,30:56.0,30:57.5,0 days 00:00:01.463898,,KNN,4,EMD,0.8,ENT,,manhattan,2,,,,4,0.55,,,,,,,,0.72,,PRUNED,1
49,RS,0.200387231,30:57.5,30:59.4,0 days 00:00:01.916052,,LR,,WPD,,STAT,,,,,0.69965322,,,0.95,,,,0.35,db6,,,1.57,,PRUNED,1
50,RS,0.4019311,30:59.4,31:43.0,0 days 00:00:43.529701,,MLP,,EMD,0.4,STAT,,,,0.002976716,,208,,0.55,,,,,,,,1.43,,PRUNED,1
51,RS,0.522592476,31:43.0,31:52.2,0 days 00:00:09.201522,,RF,,EMD,0.9,COV,,,,,,,,0.65,310,242,,,,,,2.4,,PRUNED,1
52,RS,0.30108535,31:52.2,31:54.3,0 days 00:00:02.106913,,RF,7,WPD,,ENT,,,,,,,7,0.55,310,52,,0.45,db4,,,1.09,,PRUNED,1
53,RS,0.335452604,31:54.3,32:38.3,0 days 00:00:43.994350,1.611056546,SVM,,WPD,,COV,,,,,,,,0.9,,,rbf,0.35,db4,,,2.31,,PRUNED,1
54,RS,0.066856137,32:38.3,32:39.5,0 days 00:00:01.180986,,LR,,EMD,0.85,STAT,,,,,0.13059762,,,0.5,,,,,,,,0.99,,PRUNED,1
55,RS,0.299679687,32:39.5,32:42.2,0 days 00:00:02.664109,,RF,9,EMD,0.3,ENT,,,,,,,8,0.75,910,192,,,,,,0.36,,PRUNED,1
56,RS,0.12880479,32:42.2,32:43.4,0 days 00:00:01.231600,,KNN,,NONE,,FRAC,31,euclidean,16,,,,,0.5,,,,,,,,0.3,,PRUNED,1
57,RS,0.312526343,32:43.4,32:44.5,0 days 00:00:01.085992,,RF,1,NONE,,ENT,,,,,,,7,0.8,210,12,,,,,,0.31,,PRUNED,1
58,RS,0.82078,32:44.5,32:46.6,0 days 00:00:02.059128,,KNN,,NONE,,WAVE,,manhattan,14,,,,,0.8,,,,,,107095.83,1.23,0.62,0.046837816,COMPLETE,1
59,RS,0.086358224,32:46.6,32:47.7,0 days 00:00:01.058901,,LR,6,EMD,0.25,ENT,,,,,0.904112576,,3,0.9,,,,,,,,0.83,,PRUNED,1
60,RS,0.068702533,32:47.7,32:48.6,0 days 00:00:00.905467,0.001497574,SVM,,WPD,,STAT,,,,,,,,0.5,,,linear,0.45,db4,,,0.71,,PRUNED,1
61,RS,0.89211,32:48.6,32:51.4,0 days 00:00:02.786058,,KNN,,EMD,0.2,WAVE,,euclidean,4,,,,,0.95,,,,,,107095.83,1.92,0.69,0.039802809,COMPLETE,1
62,RS,0.334133331,32:51.4,32:59.6,0 days 00:00:08.228098,,MLP,,WPD,,COV,,,,0.00550315,,1,,0.55,,,,0.95,db4,,,3.81,,PRUNED,1
63,RS,0.76953,32:59.6,33:04.9,0 days 00:00:05.235341,,KNN,,NONE,,COV,,minkowski,20,,,,,0.65,,,,,,107095.83,1.91,3.01,0.040917168,COMPLETE,1
64,RS,0.299798689,33:04.9,33:07.8,0 days 00:00:02.942170,,RF,,EMD,0.5,FRAC,11,,,,,,,0.65,410,282,,,,,,0.37,,PRUNED,1
65,RS,0,33:07.9,33:10.9,0 days 00:00:03.052835,,MLP,,EMD,0.8,FRAC,11,,,0.00831598,,224,,0.5,,,,,,,,0.37,,PRUNED,1
66,RS,0.034616604,33:10.9,33:14.8,0 days 00:00:03.909531,,MLP,14,EMD,0.85,ENT,,,,0.002344045,,2,8,0.6,,,,,,,,0.35,,PRUNED,1
67,RS,0.366195407,33:14.8,33:32.6,0 days 00:00:17.709389,,MLP,,WPD,,STAT,,,,0.019505487,,120,,0.7,,,,0.5,sym9,,,1.1,,PRUNED,1
